wkt_geom	typ_budynku
MultiPolygon (((204215.7099999999627471 628145.19999999925494194, 204218.69000000040978193 628139.64000000059604645, 204206.15000000037252903 628132.50999999977648258, 204204.80999999959021807 628134.93999999947845936, 204205.25999999977648258 628136.5, 204200.44000000040978193 628145.40000000037252903, 204198.74000000022351742 628145.88000000081956387, 204196.94000000040978193 628148.14000000059604645, 204210.05999999959021807 628155.34999999962747097, 204213.09999999962747097 628149.90000000037252903, 204214.73000000044703484 628150.81000000052154064, 204217.34999999962747097 628146.10999999940395355, 204215.7099999999627471 628145.19999999925494194)))	mieszkalne
MultiPolygon (((204385.41000000014901161 628081.00999999977648258, 204382.25 628080.65000000037252903, 204377.46999999973922968 628080.08999999985098839, 204376.37000000011175871 628078.53999999910593033, 204377.33999999985098839 628077.73000000044703484, 204377.41999999992549419 628076.94999999925494194, 204373.37999999988824129 628076.46000000089406967, 204373.2099999999627471 628077.75, 204373.16999999992549419 628078.16000000014901161, 204373.04999999981373549 628079.16000000014901161, 204371.45000000018626451 628092.33000000007450581, 204388.23000000044703484 628094.35999999940395355, 204390.30999999959021807 628077.14000000059604645, 204390.32000000029802322 628077.00999999977648258, 204389.69000000040978193 628076.93999999947845936, 204389.66000000014901161 628077.24000000022351742, 204387.05999999959021807 628076.88000000081956387, 204386.66000000014901161 628079.81000000052154064, 204386.88999999966472387 628080.08000000007450581, 204385.41000000014901161 628081.00999999977648258)))	mieszkalne
MultiPolygon (((204149.70000000018626451 627863.66999999992549419, 204144.37000000011175871 627858.86999999918043613, 204143.76999999955296516 627857.47000000067055225, 204146.33999999985098839 627848.59999999962747097, 204145.57000000029802322 627848.38000000081956387, 204147.26999999955296516 627842.42999999970197678, 204149.12000000011175871 627842, 204150.41999999992549419 627837.58999999985098839, 204149.83999999985098839 627837.30000000074505806, 204136.34999999962747097 627833.36999999918043613, 204127.16999999992549419 627863.93999999947845936, 204134.71999999973922968 627869.17999999970197678, 204133.42999999970197678 627871.33000000007450581, 204137.83000000007450581 627875.40000000037252903, 204139.86000000033527613 627873.86999999918043613, 204145.75 627880.97000000067055225, 204171.4599999999627471 627877.35999999940395355, 204169.46999999973922968 627863.17999999970197678, 204156.16000000014901161 627865.07000000029802322, 204150.20000000018626451 627865.92999999970197678, 204148.98000000044703484 627864.75999999977648258, 204149.70000000018626451 627863.98000000044703484, 204149.70000000018626451 627863.66999999992549419)))	mieszkalne
MultiPolygon (((204492.0400000000372529 628108.39000000059604645, 204489.99000000022351742 628105.73000000044703484, 204483.74000000022351742 628097.65000000037252903, 204471.15000000037252903 628108, 204477.90000000037252903 628116.97000000067055225, 204478.78000000026077032 628117.86999999918043613, 204488.49000000022351742 628109.89000000059604645, 204490.70000000018626451 628110.49000000022351742, 204490.73000000044703484 628109.50999999977648258, 204492.0400000000372529 628108.39000000059604645)))	mieszkalne
MultiPolygon (((204484.74000000022351742 628182.65000000037252903, 204480.71999999973922968 628162.84999999962747097, 204468.99000000022351742 628165.18999999947845936, 204472.87000000011175871 628184.99000000022351742, 204484.74000000022351742 628182.65000000037252903)))	mieszkalne
MultiPolygon (((204433.34999999962747097 628157, 204432.80999999959021807 628153.15000000037252903, 204431.94000000040978193 628152.31000000052154064, 204430.51999999955296516 628152.57000000029802322, 204430.32000000029802322 628151.59999999962747097, 204424.40000000037252903 628152.75999999977648258, 204424.0400000000372529 628151, 204419.79999999981373549 628151.85999999940395355, 204420.16000000014901161 628153.57000000029802322, 204412.7099999999627471 628155.03999999910593033, 204412.80999999959021807 628155.56000000052154064, 204413.7900000000372529 628160.5, 204419.54999999981373549 628159.34999999962747097, 204433.34999999962747097 628157)))	mieszkalne
MultiPolygon (((204210.05999999959021807 628155.34999999962747097, 204196.94000000040978193 628148.14000000059604645, 204195.05999999959021807 628151.02999999932944775, 204194.88999999966472387 628151.22000000067055225, 204195.80999999959021807 628153.26999999955296516, 204190.33999999985098839 628163.07000000029802322, 204188.0400000000372529 628163.25999999977648258, 204188.28000000026077032 628164.13000000081956387, 204187.16999999992549419 628166.91999999992549419, 204199.62999999988824129 628174.09999999962747097, 204202.08000000007450581 628169.64000000059604645, 204203.65000000037252903 628170.50999999977648258, 204205.38999999966472387 628167.38000000081956387, 204203.84999999962747097 628166.50999999977648258, 204205.87000000011175871 628162.85999999940395355, 204207.44000000040978193 628163.75, 204209.17999999970197678 628160.63000000081956387, 204207.59999999962747097 628159.76999999955296516, 204210.05999999959021807 628155.34999999962747097)))	mieszkalne
MultiPolygon (((204355.2900000000372529 628110.19999999925494194, 204343.0400000000372529 628108.75999999977648258, 204341.54999999981373549 628120.23000000044703484, 204353.76999999955296516 628121.72000000067055225, 204355.2900000000372529 628110.19999999925494194)))	mieszkalne
MultiPolygon (((204478 628139.51999999955296516, 204476.67999999970197678 628132.56000000052154064, 204474.86000000033527613 628132.94999999925494194, 204474.13999999966472387 628133.09999999962747097, 204463.08999999985098839 628134.92999999970197678, 204465.28000000026077032 628146.32000000029802322, 204477.95000000018626451 628143.94999999925494194, 204479.98000000044703484 628143.59999999962747097, 204480.00999999977648258 628141.05000000074505806, 204478 628139.51999999955296516)))	mieszkalne
MultiPolygon (((204481.5400000000372529 628162.68999999947845936, 204477.95000000018626451 628143.94999999925494194, 204465.28000000026077032 628146.32000000029802322, 204468.99000000022351742 628165.18999999947845936, 204480.71999999973922968 628162.84999999962747097, 204481.5400000000372529 628162.68999999947845936)))	mieszkalne
MultiPolygon (((204473.32000000029802322 628128.73000000044703484, 204471.99000000022351742 628121.78999999910593033, 204477.90000000037252903 628116.97000000067055225, 204471.15000000037252903 628108, 204460.82000000029802322 628116.25, 204459.91999999992549419 628118.77999999932944775, 204463.08999999985098839 628134.92999999970197678, 204474.13999999966472387 628133.09999999962747097, 204473.54999999981373549 628130.00999999977648258, 204473.32000000029802322 628128.73000000044703484)))	mieszkalne
MultiPolygon (((204249.92999999970197678 627920.25, 204248.2900000000372529 627907.05000000074505806, 204224.38999999966472387 627910.35999999940395355, 204226.34999999962747097 627924.51999999955296516, 204226.44000000040978193 627925.23000000044703484, 204227.07000000029802322 627930.19999999925494194, 204233.19000000040978193 627929.22000000067055225, 204232.7099999999627471 627925.85999999940395355, 204230.38999999966472387 627924.11999999918043613, 204231.59999999962747097 627922.5, 204249.09999999962747097 627920.08999999985098839, 204249.16000000014901161 627920.34999999962747097, 204249.92999999970197678 627920.25)))	mieszkalne
MultiPolygon (((204577.4599999999627471 628034.64000000059604645, 204584.71999999973922968 628028.72000000067055225, 204584.4599999999627471 628028.42999999970197678, 204586.16000000014901161 628027.01999999955296516, 204586.40000000037252903 628027.34999999962747097, 204589.87000000011175871 628024.52999999932944775, 204583.58999999985098839 628016.67999999970197678, 204552.4599999999627471 628042.08000000007450581, 204552.73000000044703484 628042.15000000037252903, 204547.95000000018626451 628046, 204554.12999999988824129 628053.66000000014901161, 204558.24000000022351742 628050.31000000052154064, 204558 628049.98000000044703484, 204559.51999999955296516 628048.72000000067055225, 204559.78000000026077032 628049.07000000029802322, 204566.94000000040978193 628043.22000000067055225, 204566.62999999988824129 628042.84999999962747097, 204568.20000000018626451 628041.56000000052154064, 204568.54999999981373549 628041.91000000014901161, 204575.92999999970197678 628035.89000000059604645, 204575.66999999992549419 628035.59999999962747097, 204577.21999999973922968 628034.34999999962747097, 204577.4599999999627471 628034.64000000059604645)))	mieszkalne
MultiPolygon (((204489.99000000022351742 628105.73000000044703484, 204526.08000000007450581 628076.46000000089406967, 204519.90000000037252903 628068.66999999992549419, 204515.36000000033527613 628072.42999999970197678, 204515.16000000014901161 628072.19999999925494194, 204510.74000000022351742 628075.78999999910593033, 204501.74000000022351742 628083.07000000029802322, 204492.96999999973922968 628090.16999999992549419, 204483.74000000022351742 628097.65000000037252903, 204489.99000000022351742 628105.73000000044703484)))	mieszkalne
MultiPolygon (((204146.84999999962747097 627969.68999999947845936, 204127.59999999962747097 627949.99000000022351742, 204120.99000000022351742 627952.60999999940395355, 204120.32000000029802322 627950.39000000059604645, 204114.66000000014901161 627952.08000000007450581, 204115.33000000007450581 627954.30000000074505806, 204108.33999999985098839 627955.57000000029802322, 204106.92999999970197678 627960.75999999977648258, 204104.76999999955296516 627960.11999999918043613, 204103.50999999977648258 627964.39000000059604645, 204105.66000000014901161 627965.01999999955296516, 204103.98000000044703484 627970.77999999932944775, 204101.88999999966472387 627970.14000000059604645, 204100.55999999959021807 627974.51999999955296516, 204102.75 627975.17999999970197678, 204101.20000000018626451 627980.21000000089406967, 204114.51999999955296516 627984.16000000014901161, 204116.70000000018626451 627984.78999999910593033, 204118.09999999962747097 627979.94999999925494194, 204117.86000000033527613 627979.66999999992549419, 204116.5400000000372529 627978.14000000059604645, 204119.84999999962747097 627967.33000000007450581, 204123.01999999955296516 627966.24000000022351742, 204124.58999999985098839 627966.83999999985098839, 204129.96999999973922968 627972.41000000014901161, 204129.2099999999627471 627973.14000000059604645, 204130.67999999970197678 627974.66999999992549419, 204131.44000000040978193 627973.93999999947845936, 204136.87999999988824129 627979.48000000044703484, 204146.84999999962747097 627969.68999999947845936)))	mieszkalne
MultiPolygon (((204295.49000000022351742 627914.90000000037252903, 204293.62000000011175871 627900.69999999925494194, 204271.82000000029802322 627903.67999999970197678, 204273.80999999959021807 627918.05000000074505806, 204273.91000000014901161 627918.84999999962747097, 204274.38999999966472387 627922.32000000029802322, 204279.71999999973922968 627921.59999999962747097, 204279.29999999981373549 627919.06000000052154064, 204277.75 627917.83999999985098839, 204278.69000000040978193 627916.65000000037252903, 204282.71999999973922968 627916.00999999977648258, 204282.75 627916.15000000037252903, 204287.76999999955296516 627915.33999999985098839, 204287.75999999977648258 627915.19999999925494194, 204290.58999999985098839 627914.74000000022351742, 204291.80999999959021807 627915.67999999970197678, 204291.19000000040978193 627916.67999999970197678, 204291.44000000040978193 627918.21000000089406967, 204295.83000000007450581 627917.46000000089406967, 204295.62000000011175871 627915.98000000044703484, 204295.49000000022351742 627914.90000000037252903)))	mieszkalne
MultiPolygon (((204273.80999999959021807 627918.05000000074505806, 204271.82000000029802322 627903.67999999970197678, 204248.2900000000372529 627907.05000000074505806, 204249.92999999970197678 627920.25, 204250.28000000026077032 627921.88000000081956387, 204254.49000000022351742 627921.64000000059604645, 204254.99000000022351742 627920.09999999962747097, 204268.01999999955296516 627918.41000000014901161, 204269.32000000029802322 627919.60999999940395355, 204273.91000000014901161 627918.84999999962747097, 204273.80999999959021807 627918.05000000074505806)))	mieszkalne
